ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    1    0.000    0.000    0.000    0.000 _iotools.py:480(ConversionWarning)
    1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
    1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
    1    0.000    0.000    0.001    0.001 _linprog.py:16(<module>)
    1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
    1    0.000    0.000    0.001    0.001 _linprog_simplex.py:3(<module>)
    1    0.000    0.000    0.000    0.000 _linprog_util.py:3(<module>)
    1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
    1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
    1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
 2400    0.009    0.000    0.053    0.000 _methods.py:42(_any)
    1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
    1    0.000    0.000    0.013    0.013 _minimize.py:8(<module>)
    1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
    1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
    1    0.000    0.000    0.001    0.001 _numpy_compat.py:3(<module>)
    1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
    1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
    1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
    1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
    1    0.000    0.000    0.000    0.000 _ode.py:1194(dop853)
    1    0.000    0.000    0.000    0.000 _ode.py:1237(lsoda)
    1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
    1    0.000    0.000    0.000    0.000 _ode.py:590(complex_ode)
    1    0.000    0.000    0.000    0.000 _ode.py:757(IntegratorConcurrencyError)
    1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
    1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
    2    0.000    0.000    0.000    0.000 _onenormest.py:122(_blocked_elementwise)
    1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
    1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
    1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
    1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
    1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
    1    0.000    0.000    0.000    0.000 _pslinux.py:118(IOPriority)
   32    0.000    0.000    0.000    0.000 _pslinux.py:1500(wrap_exceptions)
    1    0.000    0.000    0.003    0.003 _pslinux.py:1525(Process)
    1    0.000    0.000    0.000    0.000 _pslinux.py:262(set_scputimes_ntuple)
    1    0.001    0.001    0.009    0.009 _pslinux.py:5(<module>)
    1    0.000    0.000    0.000    0.000 _pslinux.py:549(cpu_times)
    1    0.000    0.000    0.000    0.000 _pslinux.py:561(<listcomp>)
    1    0.000    0.000    0.000    0.000 _pslinux.py:565(per_cpu_times)
    2    0.000    0.000    0.000    0.000 _pslinux.py:579(<listcomp>)
    1    0.000    0.000    0.000    0.000 _pslinux.py:727(_Ipv6UnsupportedError)
    1    0.000    0.000    0.000    0.000 _pslinux.py:731(Connections)
    1    0.000    0.000    0.000    0.000 _pslinux.py:743(__init__)
    1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
    1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
    1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
   10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
    1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
    1    0.000    0.000    0.009    0.009 _root.py:7(<module>)
    1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
    1    0.000    0.000    0.001    0.001 _root_scalar.py:8(<module>)
    1    0.000    0.000    0.000    0.000 _shgo.py:1583(LMap)
    1    0.000    0.000    0.000    0.000 _shgo.py:1592(LMapCache)
    1    0.000    0.000    0.009    0.009 _shgo.py:3(<module>)
    1    0.000    0.000    0.000    0.000 _shgo.py:450(SHGO)
    1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
    1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
    1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
    1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:6(<module>)
    1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:93(SphericalVoronoi)
   36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
   16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
    1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
   16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
    1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
    1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
    1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
   15    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
    1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
    1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _threadsafety.py:11(ReentrancyError)
    1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
    7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
    6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
    6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
    6    0.000    0.000    0.002    0.000 _threadsafety.py:54(decorator)
    1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
    1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
    1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
    1    0.000    0.000    0.002    0.002 _trustregion_krylov.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
    6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
   30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
    1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
   16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
   32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
   16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
    1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
    1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
    2    0.000    0.000    0.000    0.000 _util.py:157(__init__)
    7    0.000    0.000    0.001    0.000 _util.py:270(getargspec_no_self)
    7    0.000    0.000    0.000    0.000 _util.py:293(<listcomp>)
    7    0.000    0.000    0.000    0.000 _util.py:297(<listcomp>)
    7    0.000    0.000    0.000    0.000 _util.py:302(<listcomp>)
    7    0.000    0.000    0.000    0.000 _util.py:307(<listcomp>)
    1    0.000    0.000    0.000    0.000 _util.py:343(MapWrapper)
    1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
    1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
    8    0.000    0.000    0.000    0.000 _version.py:114(_compare)
    1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
    2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
    5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
    1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
    1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
   16    0.000    0.000    0.001    0.000 _version.py:55(__init__)
   16    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
    2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
    2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
    8    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
    3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
    2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
    1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
   29    0.000    0.000    0.001    0.000 abc.py:125(__new__)
   10    0.000    0.000    0.000    0.000 abc.py:130(register)
23/10    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
   90    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
    1    0.000    0.000    0.090    0.090 abstract_global_scheduler.py:1(<module>)
    1    0.000    0.000    0.000    0.000 abstract_global_scheduler.py:15(GlobalSchedulerTask)
    3    0.000    0.000    0.000    0.000 abstract_global_scheduler.py:16(__init__)
    1    0.000    0.000    0.000    0.000 abstract_global_scheduler.py:25(AbstractGlobalScheduler)
    1    0.000    0.000    0.000    0.000 abstract_global_scheduler.py:31(__init__)
    1    1.697    1.697   52.935   52.935 abstract_global_scheduler.py:34(simulate)
    3    0.000    0.000    0.000    0.000 abstract_global_scheduler.py:43(<lambda>)
    1    0.000    0.000    0.000    0.000 abstract_global_scheduler.py:50(<listcomp>)
    1    0.000    0.000    0.000    0.000 abstract_progress_bar.py:1(<module>)
    1    0.000    0.000    0.000    0.000 abstract_progress_bar.py:4(AbstractProgressBar)
    1    0.000    0.000    0.001    0.001 abstract_scheduler.py:1(<module>)
    1    0.000    0.000    0.000    0.000 abstract_scheduler.py:11(SchedulerResult)
    1    0.000    0.000    0.000    0.000 abstract_scheduler.py:12(__init__)
    1    0.000    0.000    0.000    0.000 abstract_scheduler.py:28(AbstractScheduler)
    1    0.000    0.000    0.000    0.000 argparse.py:1022(_HelpAction)
    1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
    1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
    1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
    1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
    1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
    1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
    1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
    1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
    1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
    1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
    1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
    1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
    1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
    1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
    1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
    1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
    1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
    1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
    1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
    1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
    1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
    1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
    1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
    1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
    1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
    1    0.000    0.000    0.000    0.000 argparse.py:972(_AppendConstAction)
    1    0.000    0.000    0.000    0.000 argparse.py:999(_CountAction)
    1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
    1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
    1    0.000    0.000    0.000    0.000 arpack.py:309(_ArpackParams)
    1    0.000    0.000    0.000    0.000 arpack.py:379(_SymmetricArpackParams)
    1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
    1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
    1    0.000    0.000    0.000    0.000 arpack.py:901(SpLuInv)
    1    0.000    0.000    0.000    0.000 arpack.py:924(LuInv)
    1    0.000    0.000    0.000    0.000 arpack.py:948(IterInv)
    1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
    1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1135(IntegerFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1148(BoolFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1158(ComplexFloatingFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1187(ComplexFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1194(LongComplexFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1202(_TimelikeFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1260(TimedeltaFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1265(SubArrayFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:1312(StructureFormat)
   15    0.000    0.000    0.001    0.000 arrayprint.py:1499(_array_str_implementation)
    2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
    2    0.000    0.000    0.000    0.000 arrayprint.py:450(_recursive_guard)
    2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
   15    0.001    0.000    0.001    0.000 arrayprint.py:463(wrapper)
    1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
    1    0.000    0.000    0.000    0.000 arrayprint.py:832(FloatingFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:975(FloatFormat)
    1    0.000    0.000    0.000    0.000 arrayprint.py:982(LongFloatFormat)
    1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
    1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
    1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
    1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
    1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
    1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
    2    0.000    0.000    0.002    0.001 base.py:1(<module>)
 2400    0.145    0.000    0.312    0.000 base.py:116(__init__)
19200    0.178    0.000   17.968    0.001 base.py:137(fun)
 2400    0.067    0.000   15.272    0.006 base.py:160(step)
    1    0.000    0.000    0.000    0.000 base.py:18(SparseWarning)
 2400    0.019    0.000    0.207    0.000 base.py:193(dense_output)
19200    0.313    0.000   17.791    0.001 base.py:20(fun_wrapped)
    1    0.000    0.000    0.000    0.000 base.py:218(DenseOutput)
    1    0.000    0.000    0.000    0.000 base.py:22(SparseFormatWarning)
 2400    0.017    0.000    0.021    0.000 base.py:230(__init__)
    1    0.000    0.000    0.000    0.000 base.py:259(ConstantDenseOutput)
    1    0.000    0.000    0.000    0.000 base.py:26(OdeSolver)
    1    0.000    0.000    0.000    0.000 base.py:26(SparseEfficiencyWarning)
 2400    0.076    0.000    0.166    0.000 base.py:5(check_arguments)
    1    0.000    0.000    0.000    0.000 base.py:64(spmatrix)
    1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
    1    0.000    0.000    0.000    0.000 basic.py:1043(LstsqLapackError)
    1    0.000    0.000    0.002    0.002 basic.py:5(<module>)
    1    0.000    0.000    0.002    0.002 basic.py:7(<module>)
    1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
    1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
    1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
    1    0.000    0.000    0.000    0.000 bdb.py:642(Breakpoint)
    1    0.000    0.000    0.000    0.000 bdb.py:840(Tdb)
    1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
    1    0.000    0.000    0.000    0.000 bdf.py:444(BdfDenseOutput)
    1    0.000    0.000    0.000    0.000 bdf.py:73(BDF)
    1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
    1    0.000    0.000    0.001    0.001 blas.py:202(<module>)
    3    0.000    0.000    0.000    0.000 blas.py:236(find_best_blas_type)
    3    0.000    0.000    0.000    0.000 blas.py:297(_get_funcs)
    3    0.000    0.000    0.000    0.000 blas.py:343(get_blas_funcs)
    1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
    1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
    1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
    1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
    1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
    1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
    1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
    1    0.000    0.000    0.003    0.003 case.py:1(<module>)
    1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
   10    0.001    0.000    0.001    0.000 case.py:1333(_deprecate)
    1    0.000    0.000    0.000    0.000 case.py:1355(FunctionTestCase)
    1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
    1    0.000    0.000    0.000    0.000 case.py:1413(_SubTest)
    1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
    1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
    1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
    1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
    1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
    1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
    1    0.000    0.000    0.000    0.000 case.py:341(_OrderedChainMap)
    1    0.000    0.000    0.001    0.001 case.py:351(TestCase)
    1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
    1    0.000    0.000    0.000    0.000 case.py:398(__init__)
    6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
    1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
    1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
    1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
    1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
    1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
    1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
    1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
    1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
    1    0.000    0.000    0.001    0.001 code.py:3(<module>)
    1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
    1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
    2    0.000    0.000    0.000    0.000 codecs.py:319(decode)
    1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
    1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
    1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
    1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
    2    0.000    0.000    0.000    0.000 common.py:1(<module>)
    1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
 2400    0.131    0.000    0.458    0.000 common.py:151(__init__)
 2400    0.007    0.000    0.007    0.000 common.py:20(validate_max_step)
 2400    0.006    0.000    0.006    0.000 common.py:27(warn_extraneous)
 2400    0.061    0.000    0.235    0.000 common.py:44(validate_tol)
 9600    0.178    0.000    0.917    0.000 common.py:60(norm)
 2400    0.367    0.000    3.252    0.001 common.py:65(select_initial_step)
    1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
    1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
    1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
    1    0.000    0.000    0.006    0.006 context.py:1(<module>)
    1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
    1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
    1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
    1    0.000    0.000    0.000    0.000 context.py:202(reducer)
    1    0.000    0.000    0.000    0.000 context.py:219(Process)
    1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
    1    0.000    0.000    0.000    0.000 context.py:228(__init__)
    1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
    1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
    1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
    1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
    1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
    1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
    1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
    1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
    1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
    1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
    9    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
    1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
    1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
    1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
    1    0.000    0.000    0.000    0.000 copy.py:55(Error)
    1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
    1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
    1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
    6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
    4    0.000    0.000    0.000    0.000 core.py:123(doc_note)
    1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
    1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
    1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
    3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
   44    0.000    0.000    0.001    0.000 core.py:146(get_object_signature)
    1    0.000    0.000    0.000    0.000 core.py:163(MAError)
    1    0.000    0.000    0.000    0.000 core.py:171(MaskError)
    1    0.000    0.000    0.000    0.000 core.py:203(<listcomp>)
    1    0.000    0.000    0.000    0.000 core.py:205(<listcomp>)
    1    0.000    0.000    0.003    0.003 core.py:21(<module>)
    1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
    1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
    8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
    1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
    1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
    1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
    2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
    2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
    1    0.000    0.000    0.000    0.000 core.py:3080(view)
    4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
    2    0.000    0.000    0.000    0.000 core.py:3365(shape)
    1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
    1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
    4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
    1    0.000    0.000    0.000    0.000 core.py:6265(__new__)
    1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
    2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
    1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
    2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
    1    0.000    0.000    0.000    0.000 core.py:6556(_frommethod)
   26    0.000    0.000    0.001    0.000 core.py:6567(__init__)
   26    0.000    0.000    0.001    0.000 core.py:6572(getdoc)
    1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
    1    0.000    0.000    0.000    0.000 core.py:7994(_convert2ma)
    8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
    8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
    3    0.000    0.000    0.000    0.000 core.py:804(__init__)
    1    0.000    0.000    0.000    0.000 core.py:820(_DomainTan)
    1    0.000    0.000    0.000    0.000 core.py:828(__init__)
    1    0.000    0.000    0.000    0.000 core.py:838(_DomainSafeDivide)
    6    0.000    0.000    0.000    0.000 core.py:844(__init__)
    1    0.000    0.000    0.000    0.000 core.py:859(_DomainGreater)
    3    0.000    0.000    0.000    0.000 core.py:865(__init__)
    1    0.000    0.000    0.000    0.000 core.py:875(_DomainGreaterEqual)
    2    0.000    0.000    0.000    0.000 core.py:881(__init__)
    1    0.000    0.000    0.000    0.000 core.py:891(_MaskedUFunc)
   53    0.000    0.000    0.001    0.000 core.py:892(__init__)
    1    0.000    0.000    0.000    0.000 core.py:901(_MaskedUnaryOperation)
   27    0.000    0.000    0.000    0.000 core.py:919(__init__)
    1    0.000    0.000    0.000    0.000 core.py:92(MaskedArrayFutureWarning)
    1    0.000    0.000    0.000    0.000 core.py:975(_MaskedBinaryOperation)
   18    0.000    0.000    0.000    0.000 core.py:995(__init__)
    1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
    1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
    1    0.000    0.000    0.005    0.005 csr.py:1(<module>)
    1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
    1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
    1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
    1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
    1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
    1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
   18    0.000    0.000    0.000    0.000 data.py:130(_create_method)
    1    0.000    0.000    0.000    0.000 data.py:156(_minmax_mixin)
    1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
    1    0.000    0.000    0.000    0.000 data.py:7(<module>)
    1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
    1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
    2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
    1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
    3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
    1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
    3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
   35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
    5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
    5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
